,cluster_id,item_id,medium,title,url,primary_hue,avg_hue,hue_var,primary_sat,avg_sat,sat_var,primary_val,avg_val,val_var,symmetry,bluriness,aspect_ratio,retail_price,area,width,height
62,1,62,acrylic,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/painternan/art/rwsuztaostj0moiingtx.jpg,5.0,0.232502914391,0.0519909345293,1.0,0.055050124144,0.00210728134592,24.0,0.638987015251,0.0846834436869,0.0422010227124,0.00415387239262,0.75,0.0,0.0,0.0,0.0
63,0,63,oil,Quantum Painting #21,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/fbzvqzm9kvo9nhhxtjbp.jpg,28.0,0.597806486527,0.000268717956632,19.0,0.514871114082,0.0364178934382,6.0,0.380690266737,0.0300778952738,0.0452209347112,0.0181958427361,1.62162162162,10000.0,3744.0,78.0,48.0
64,0,64,oil and wax,Untilted no. 202 (Prim),https://res.cloudinary.com/drizlalpha/image/upload/w_400/clientart/art/ugrtybaklzp3goouvntt.png,26.0,0.564287310335,0.00232227284467,4.0,0.212602469814,0.0325723138118,27.0,0.787554538287,0.0425053077231,0.00888310257623,0.00387768568518,1.1673151751,3200.0,2496.0,52.0,48.0
65,0,65,oil,"Friday Harbor #2, (triptych)",https://res.cloudinary.com/drizlalpha/image/upload/w_400/bettyjo/art/aetgvbu4kprkzbyiqdli.jpg,21.0,0.418459569629,0.0275002502183,21.0,0.571813660783,0.0366296718899,19.0,0.595946249146,0.022063975902,0.0364488567603,0.0465755443297,2.23880597015,10400.0,5184.0,108.0,48.0
66,3,66,oil,Red Dump Truck,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/mrywre8tuokcd0rolhws.jpg,29.0,0.52095353506,0.0879830109681,1.0,0.275317927504,0.0300843533461,27.0,0.565419544078,0.0639206037048,0.0565000940826,0.0257271537966,1.46341463415,2000.0,1160.0,40.0,29.0
67,4,67,encaustic,Magenta & Gray,https://res.cloudinary.com/drizlalpha/image/upload/w_400/penelope35/art/uqzxi8btomst6geix4wd.jpg,46.0,0.735354586765,0.0642901876549,1.0,0.371703824644,0.0853985399987,13.0,0.468941790586,0.0210868329936,0.0812830700092,0.0174378373474,2.01342281879,250.0,392.0,28.0,14.0
68,0,68,,Recollections 3,https://res.cloudinary.com/drizlalpha/image/upload/w_400/petusy%40comcast.net/art/xnk1cmtyp9y1vhdtwai4.jpg,27.0,0.560501744113,0.00149834244652,9.0,0.291549411513,0.0103706612733,21.0,0.620861748089,0.00649730668461,0.0185555292982,0.000301888466627,1.27118644068,1200.0,1728.0,48.0,36.0
69,1,69,archival pigment print,Dormitory,https://res.cloudinary.com/drizlalpha/image/upload/w_400/iskra/art/jtxr7toaab0ofdzjevgo.jpg,0.0,0.156761275162,0.0483332812259,0.0,0.26019017483,0.0984363716723,31.0,0.767263860323,0.0583608219991,0.0238424374377,0.0196143161589,2.0979020979,1200.0,640.0,40.0,16.0
70,2,70,photography,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/leerentz/art/xokks6cuppvcihbhxnji.jpg,2.0,0.266818045681,0.157241952776,23.0,0.694198989001,0.0189158377973,27.0,0.564222679739,0.0628195581338,0.0414849463889,0.0118184375879,1.5,0.0,0.0,0.0,0.0
71,3,71,encaustic,Yellow & Green,https://res.cloudinary.com/drizlalpha/image/upload/w_400/penelope35/art/b5zbejqzwpiyzctvzntd.jpg,7.0,0.282377217332,0.0165409991517,16.0,0.581670910893,0.025455033649,26.0,0.58533298241,0.0503415273457,0.0988365280739,0.0160988472526,2.01342281879,250.0,392.0,28.0,14.0
72,2,72,oil,3 Trucks,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/vjazupqfvgg6sluianp8.jpg,27.0,0.518906717344,0.0612928562318,31.0,0.490418015067,0.100133502232,31.0,0.690709527401,0.066707517894,0.0571911459842,0.0354650791313,2.88461538462,7000.0,2436.0,84.0,29.0
73,0,73,oil,Quantum Painting #8,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/zr2kmteof0vqjtmozt1j.jpg,29.0,0.54942835493,0.0219147440465,1.0,0.330121904784,0.0707075907528,27.0,0.787732095675,0.0266577558495,0.0517062874079,0.0255808797321,0.626666666667,7500.0,3871.0,49.0,79.0
74,0,74,oil monotype,Eastern OR #2,https://res.cloudinary.com/drizlalpha/image/upload/w_400/anniemeyer/art/nly4su7aqycguttapmrq.jpg,26.0,0.441245645508,0.0789144373434,0.0,0.340917749513,0.074760176126,27.0,0.712272722998,0.0809881029714,0.00641319597498,0.0152553244195,2.15827338129,4000.0,1456.0,56.0,26.0
75,0,75,oil & cold wax,Untitled No. 271,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jeremyprim/art/ujkczputcwt0ory8fv7m.jpg,22.0,0.475894298483,0.00395132304862,3.0,0.158928547764,0.0184106415689,26.0,0.783115204331,0.0348151494151,0.00876105337251,0.0115188225484,1.0101010101,2500.0,2304.0,48.0,48.0
